black,att,bible,relguide,fund,charis,bagain,evan,traditional,mainline,progress,nontrad,secular,agnostic,atheist,butnot,none,reborn,discrim_muslim,discrim_xtn,therm_fundie,therm_pope,therm_muslim,therm_jews,therm_xtn,moral
0,0.2236774524910118,0.523882896764253,0.320493066255778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69768875192604,0.434206471494607,0.429861325115562,0.565624036979969,0.420832049306626,0.565084745762712,0.594468412942989,0.60808936825886
0,0.6978851963746223,0.89828801611279,0.922583081570997,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.693051359516616,0.599697885196375,0.720996978851964,0.609108761329305,0.474184290030211,0.74297583081571,0.910574018126888,0.755438066465257
0,0.21693548387096773,0.421505376344086,0.301209677419355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.89,0.324516129032258,0.194725806451613,0.765048387096774,0.750516129032258,0.81858064516129,0.571241935483871,0.400725806451613
0,0.5102222222222222,0.747111111111111,0.762,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.6984,0.477866666666667,0.566413333333333,0.793253333333333,0.52164,0.71464,0.84684,0.669266666666667
0,0.47603244837758113,0.728613569321534,0.794247787610619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.769911504424779,0.461061946902655,0.564048672566372,0.788274336283186,0.618451327433628,0.75462389380531,0.836327433628319,0.614159292035398
